id;total_service_orders;total_volume;total_weight;total_finished_service_orders;days_to_start;days_to_accept;total_pickup_problems;total_delivery_problems
467331;10;0.1;10.0;10;0 days 00:13:36;0 days 04:35:29;6;6
467385;80;1.6;170.56000000000006;80;1 days 00:05:33;1 days 12:03:32;4;14
467326;75;0.9210000000000005;183.609;75;0 days 07:46:28;0 days 00:00:09;0;69
467337;60;0.9570000000000004;163.81499999999997;60;0 days 05:14:59;0 days 00:00:07;0;60
467381;75;0.8280000000000004;101.136;75;0 days 01:54:50;2 days 15:28:34;0;9
467372;153;2.8720000000000003;294.59400000000005;150;2 days 11:50:02;0 days 00:21:02;0;21
467351;6;0.24;24.84;0;10 days 07:11:48;0 days 00:01:59;0;6
467261;80;2.547999999999999;172.884;80;0 days 04:23:05;0 days 00:00:15;0;4
467370;72;2.6399999999999992;450.35799999999995;72;0 days 01:31:03;2 days 13:46:07;0;2
467380;157;5.033999999999997;472.5200000000001;157;2 days 10:50:50;0 days 00:22:33;2;9
467271;92;1.7470000000000003;209.90800000000002;92;0 days 00:06:27;0 days 00:00:19;0;8
467275;20;0.21600000000000008;32.45399999999999;20;0 days 00:11:39;0 days 00:00:05;0;0
467324;28;0.28600000000000003;17.078;28;0 days 08:36:33;0 days 00:00:05;0;0
467283;8;0.068;34.120000000000005;8;0 days 00:09:30;0 days 00:00:04;0;0
467347;16;0.15999999999999998;0.0;16;0 days 00:23:22;0 days 00:42:20;2;2
467285;14;0.13999999999999999;10.274;14;0 days 00:09:09;0 days 00:00:01;0;0
467269;35;0.2610000000000001;16.7;35;0 days 00:03:08;0 days 00:00:07;0;3
467344;10;0.1;0.0;10;0 days 00:53:23;0 days 01:03:26;0;0
467319;2;0.02;6.386;2;0 days 00:00:07;0 days 00:00:23;0;0
467350;6;0.08;0.0;6;2 days 22:17:09;0 days 00:00:03;0;0
467314;2;0.02;1.8;2;0 days 00:12:06;0 days 00:00:19;0;0
467334;8;0.08;14.0;6;0 days 00:58:52;0 days 00:15:53;2;2
467304;6;0.048;5.312;6;0 days 00:17:17;0 days 00:02:19;0;0
467323;2;0.02;14.0;0;0 days 00:00:13;0 days 00:03:25;2;2
467320;2;0.02;4.6;2;0 days 00:00:07;0 days 00:00:20;0;0
467089;116;2.657999999999995;420.30099999999976;112;1 days 10:03:23;0 days 00:08:37;16;18
467098;132;3.5899999999999954;259.27400000000017;129;1 days 13:02:49;0 days 00:03:56;34;40
467059;90;2.0519999999999996;119.22400000000002;84;0 days 01:51:58;1 days 10:55:44;8;14
467100;109;2.051;197.29600000000002;107;0 days 00:46:07;1 days 10:59:30;6;27
467082;99;2.0539999999999994;159.46400000000006;95;1 days 10:39:22;0 days 00:15:17;6;11
467102;106;1.3710000000000002;232.7019999999999;100;1 days 05:47:43;0 days 04:48:27;30;40
467045;91;2.145999999999999;138.55000000000004;89;1 days 01:25:45;0 days 10:46:37;9;19
467063;94;2.8160000000000007;187.58200000000005;83;1 days 07:35:18;0 days 02:29:42;6;16
467054;106;2.857999999999996;338.92799999999994;95;1 days 11:51:16;0 days 00:15:34;12;20
467078;88;2.283999999999999;162.317;88;1 days 11:38:56;0 days 01:34:42;2;14
467090;167;1.37;322.9789999999997;165;1 days 10:22:50;0 days 01:15:47;2;41
467066;72;1.5870000000000004;90.80600000000003;70;0 days 01:00:18;1 days 16:07:53;2;16
467076;113;1.7340000000000004;193.67000000000002;109;1 days 10:22:47;0 days 00:11:08;8;31
467075;117;2.2599999999999985;268.4320000000001;117;1 days 09:24:31;0 days 01:21:56;2;7
467095;123;4.130999999999994;525.9040000000001;110;1 days 10:02:15;0 days 00:24:43;4;31
467077;88;1.5859999999999996;265.076;88;1 days 12:06:53;0 days 02:11:22;0;24
467083;114;1.7380000000000007;186.67600000000007;114;1 days 10:40:14;0 days 00:03:32;4;24
467138;13;0.808;175.38;13;1 days 07:28:00;0 days 00:13:14;0;0
467142;13;0.666;146.842;13;1 days 07:16:51;0 days 00:09:25;0;0
467128;4;2.3040000000000003;491.564;4;1 days 07:21:18;0 days 00:13:50;0;0
467141;13;0.38200000000000006;82.348;13;1 days 07:19:46;0 days 00:19:21;0;0
467108;6;1.3679999999999997;272.64599999999996;6;1 days 12:26:47;0 days 00:23:44;0;0
467137;11;0.53;115.33200000000001;11;1 days 07:23:21;0 days 00:12:36;0;0
467113;4;0.02;4.796;4;1 days 08:11:10;0 days 00:19:19;0;0
467110;2;0.096;18.364;2;1 days 12:59:45;0 days 00:24:32;0;0
467129;11;2.411999999999999;525.246;11;1 days 07:12:37;0 days 00:11:48;0;10
467115;5;0.01;2.263;2;1 days 09:25:20;0 days 00:19:16;0;0
462371;162;2.7919999999999976;934.6780000000002;162;0 days 04:13:16;0 days 00:00:12;0;0
462360;20;0.20000000000000004;19.919999999999998;20;0 days 11:35:17;0 days 00:58:59;0;0
462398;56;2.146;154.77600000000004;56;0 days 00:06:54;0 days 00:00:12;0;0
462358;48;2.376000000000001;135.50599999999994;48;0 days 10:43:40;0 days 02:13:06;0;0
462421;54;1.2820000000000007;206.482;54;0 days 00:18:15;0 days 00:00:12;0;0
462423;44;0.7520000000000002;112.08000000000001;44;0 days 00:03:13;0 days 00:00:11;0;0
462414;32;0.17;31.27999999999999;32;;0 days 00:00:09;0;0
462420;32;1.2120000000000002;46.709999999999994;32;0 days 01:45:26;0 days 00:23:17;0;0
462422;22;0.49000000000000016;70.86399999999999;22;0 days 00:24:05;0 days 00:00:07;0;0
462411;16;0.4600000000000001;73.76599999999999;16;0 days 00:48:25;0 days 00:00:06;0;0
462419;24;0.3700000000000001;104.71200000000002;24;0 days 03:00:13;0 days 00:34:57;0;0
462405;14;0.23999999999999996;95.31800000000003;14;0 days 00:00:51;0 days 00:00:11;0;0
462386;6;0.1;20.701999999999998;6;0 days 02:39:23;0 days 00:00:05;0;0
462408;14;0.3320000000000001;41.664;14;0 days 00:42:23;0 days 00:00:07;0;0
462393;4;0.04;0.8;4;0 days 02:10:30;0 days 00:00:02;0;0
462397;2;0.02;0.4;2;0 days 01:27:09;0 days 00:00:05;0;0
462380;2;0.02;3.124;2;0 days 02:43:36;0 days 00:00:01;0;0
462262;77;2.713999999999999;110.96399999999993;75;0 days 13:55:46;1 days 19:44:45;0;15
462431;4;0.060000000000000005;12.3;4;0 days 00:20:10;0 days 00:00:06;0;0
462394;2;0.006;0.52;2;0 days 02:03:18;0 days 00:00:03;0;0
462291;93;2.0700000000000007;320.1669999999998;93;0 days 16:46:58;1 days 17:50:22;5;5
462235;59;2.1519999999999992;161.946;59;2 days 11:42:09;0 days 00:10:10;3;3
462257;62;3.2999999999999985;115.90999999999998;62;0 days 00:35:05;2 days 13:33:45;0;0
462290;104;4.193999999999999;262.62;104;2 days 10:34:29;0 days 00:12:16;0;0
462273;58;1.6820000000000008;280.96400000000006;58;2 days 12:13:36;0 days 00:15:23;0;0
462255;56;1.2800000000000002;141.46600000000004;56;1 days 23:23:53;0 days 11:16:59;0;0
462225;128;3.3740000000000014;277.4639999999999;128;2 days 09:08:23;0 days 03:15:18;0;0
462237;61;1.820000000000001;185.12600000000003;58;2 days 11:36:41;0 days 00:34:02;3;3
462226;141;3.5559999999999996;497.86799999999994;141;2 days 12:16:42;0 days 00:11:09;0;3
462231;71;3.1859999999999964;4355.124000000001;68;2 days 09:47:24;0 days 02:08:31;3;3
462263;38;0.912;22.218;38;1 days 18:14:05;0 days 16:50:59;0;0
462278;79;1.6160000000000012;117.78800000000003;79;2 days 11:58:08;0 days 00:11:48;0;3
462224;104;2.160000000000001;247.82;104;2 days 11:18:00;0 days 00:12:40;0;0
462241;26;0.7020000000000001;21.475999999999996;26;;;0;2
462316;70;1.6680000000000008;148.37600000000003;70;2 days 11:43:12;0 days 00:24:17;0;0
462246;89;1.8420000000000012;140.73800000000003;89;1 days 15:01:45;1 days 00:10:49;0;3
462245;85;1.4500000000000008;141.07200000000003;85;2 days 11:44:02;0 days 00:32:25;3;3
462253;39;0.8900000000000001;24.181;34;2 days 12:41:46;0 days 01:36:38;2;8
462285;36;1.5320000000000005;30.62399999999999;36;2 days 09:30:54;0 days 00:12:43;0;2
462297;6;0.238;36.251999999999995;6;0 days 00:03:14;0 days 00:00:01;0;0
462261;24;1.6180000000000005;86.93800000000002;18;0 days 16:35:48;2 days 20:27:34;6;6
547476;2;0.02;0.66;2;0 days 02:29:06;0 days 00:25:33;2;2
471780;2;0.2;0.6;2;0 days 10:50:27;0 days 00:11:19;2;2
470646;20;2.3720000000000003;125.87999999999998;16;0 days 01:12:09;0 days 11:18:44;12;14
470362;8;0.24000000000000005;17.76;8;0 days 10:13:47;0 days 00:13:21;4;6
473434;2;0.02;0.7;0;0 days 02:52:33;0 days 06:35:26;2;2
473376;4;0.4;1.2;0;2 days 08:59:19;0 days 01:01:23;4;4
473402;4;0.04;0.8;4;1 days 21:13:37;0 days 13:27:51;4;4
476758;26;0.162;56.604000000000006;0;0 days 00:01:13;0 days 00:04:40;6;26
478249;2;0.2;0.2;0;0 days 11:09:13;0 days 00:24:02;2;2
470652;12;0.11599999999999999;10.7;12;0 days 09:38:30;0 days 02:28:00;4;8
474126;2;0.02;1.62;2;0 days 01:31:17;0 days 00:19:50;2;2
471085;6;0.6;1.8;0;0 days 09:28:23;0 days 00:59:27;6;6
477868;12;0.5599999999999999;40.8;0;0 days 10:49:50;0 days 04:35:31;10;12
477737;2;0.02;0.7;0;1 days 17:58:58;0 days 17:32:02;2;2
472707;6;0.04800000000000001;10.202;6;;;6;6
472533;2;0.02;0.9;2;0 days 11:18:57;0 days 00:14:28;2;2
465761;117;2.263999999999998;190.362;114;3 days 11:19:41;0 days 01:45:37;7;22
474236;10;0.98;42.50000000000001;8;0 days 11:37:35;0 days 00:10:59;10;10
547907;2;0.02;0.66;2;0 days 15:31:43;0 days 08:53:38;2;2
470658;15;0.9720000000000001;187.76;11;0 days 09:38:17;0 days 01:33:53;4;9
478293;20;2.0000000000000004;2.4000000000000004;0;0 days 08:07:06;0 days 01:51:22;20;20
482965;4;0.08;22.032;0;0 days 01:48:30;0 days 10:56:53;4;4
471440;4;0.32;60.7;0;0 days 00:15:03;0 days 14:34:29;4;4
469974;74;0.9820000000000007;170.65200000000002;69;0 days 05:05:45;0 days 00:00:14;18;18
473367;4;0.2;0.6;4;2 days 12:20:26;0 days 00:05:39;4;4
474346;2;0.02;1.2;2;;;2;2
462137;14;0.3400000000000001;14.2;0;0 days 03:25:41;0 days 01:04:44;8;14
472536;6;0.09999999999999999;3.4000000000000004;6;0 days 11:05:07;0 days 00:47:27;6;6
466574;136;1.3240000000000007;159.17199999999997;136;0 days 11:09:10;0 days 00:22:08;4;10
469464;127;1.843000000000001;250.1700000000001;127;0 days 15:23:07;2 days 19:37:00;4;21
471736;6;0.044000000000000004;21.322;4;0 days 00:59:18;0 days 15:46:11;6;6
470633;13;0.312;27.857000000000006;13;0 days 10:22:53;0 days 00:47:08;5;11
470154;8;0.08;8.0;8;0 days 00:58:16;0 days 02:06:02;4;4
462199;6;0.18000000000000002;6.12;2;0 days 00:00:35;0 days 01:20:29;4;4
469496;125;4.267999999999998;359.8210000000003;121;2 days 09:39:54;0 days 02:13:03;10;17
463628;62;2.0359999999999996;289.296;56;0 days 12:38:28;0 days 00:20:39;14;28
466662;131;2.523999999999998;145.91600000000008;125;0 days 07:23:16;0 days 01:29:05;22;27
471381;2;0.31;8.6;2;0 days 01:00:34;2 days 11:22:42;2;2
474659;2;0.02;1.62;2;0 days 10:29:43;0 days 01:26:29;2;2
472257;28;0.7980000000000002;31.130000000000006;20;;;28;28
466591;118;1.268;196.99000000000012;118;;0 days 13:07:36;2;6
470543;18;2.2199999999999998;361.9;8;0 days 00:38:13;0 days 04:13:39;14;18
470976;2;0.008;3.36;2;0 days 00:00:30;0 days 00:00:37;2;2
467449;111;2.535999999999999;389.573;107;0 days 23:35:25;1 days 10:25:32;8;19
480676;3;0.03;0.6000000000000001;0;0 days 01:58:52;0 days 10:10:21;3;3
471061;4;0.06;12.239999999999998;2;0 days 11:07:54;0 days 00:13:32;2;4
463277;149;5.209999999999994;421.7079999999999;144;0 days 11:02:50;0 days 00:14:35;35;35
470929;4;0.04;4.0;0;0 days 00:58:58;0 days 02:22:59;4;4
471361;8;0.2;3.11;8;0 days 00:08:12;2 days 11:16:27;6;8
472188;2;0.0;2.73;2;0 days 12:27:00;0 days 00:09:35;2;2
470673;8;0.26;3.4599999999999995;8;0 days 01:43:30;0 days 11:33:53;2;2
466540;6;0.036000000000000004;13.94;2;7 days 20:42:24;0 days 00:12:14;2;4
462533;26;0.26000000000000006;32.0;6;0 days 00:00:15;0 days 00:22:16;26;26
480280;4;0.4;0.7999999999999999;0;0 days 00:14:09;0 days 17:00:12;4;4
472604;8;0.44800000000000006;10.360000000000001;4;0 days 08:38:52;0 days 01:09:32;8;8
478257;20;2.0000000000000004;5.999999999999998;0;0 days 02:05:37;0 days 11:07:18;20;20
472958;4;0.04;4.96;4;0 days 11:12:36;0 days 00:24:54;4;4
471003;6;0.052000000000000005;3.2600000000000007;6;0 days 02:33:11;0 days 11:53:01;4;6
473674;2;0.02;0.7;0;0 days 02:08:10;0 days 11:49:40;2;2
469507;78;2.7279999999999998;259.5;62;-1 days +22:07:28;2 days 15:38:54;14;18
465829;124;3.65;259.8640000000001;116;3 days 09:37:17;0 days 01:03:12;8;24
471744;2;0.212;4.0;0;0 days 11:12:16;0 days 01:22:19;2;2
472113;2;0.04;1.9;2;0 days 11:28:44;0 days 00:22:02;2;2
471353;4;0.22;1.2999999999999998;4;2 days 08:17:10;0 days 02:33:13;4;4
471743;4;0.026000000000000002;1.848;2;0 days 00:35:07;0 days 14:35:25;4;4
466512;56;6.960000000000003;1172.1000000000001;34;0 days 01:25:00;0 days 00:10:08;34;38
478229;2;0.02;0.8;2;0 days 01:57:10;0 days 09:54:00;2;2
471741;4;0.028;8.102;4;0 days 12:47:32;0 days 00:18:59;4;4
477309;2;0.2;0.6;0;0 days 11:42:48;0 days 00:10:59;2;2
472611;3;0.03;0.8699999999999999;3;0 days 10:28:57;0 days 00:27:01;3;3
475840;4;0.22000000000000003;1.0;2;0 days 08:52:53;0 days 01:28:12;4;4
462531;28;0.2800000000000001;58.0;18;0 days 00:00:42;0 days 00:21:34;22;22
471675;12;0.21599999999999997;36.15;12;0 days 14:26:25;0 days 00:00:24;3;12
474518;2;0.2;0.2;2;1 days 10:40:06;0 days 00:01:28;2;2
477869;16;0.9400000000000001;33.1;2;0 days 13:00:46;0 days 02:32:01;12;16
477713;2;0.02;2.0;0;;;2;2
472935;4;0.04;10.56;0;0 days 11:28:58;0 days 00:19:49;4;4
471378;4;0.1;13.600000000000001;4;0 days 00:44:31;2 days 11:05:14;2;4
474213;2;0.02;4.51;2;0 days 00:17:36;0 days 16:50:26;2;2
465309;74;1.6380000000000003;119.762;74;0 days 12:14:55;0 days 00:07:12;6;10
475434;2;0.02;1.8;2;2 days 10:43:32;0 days 00:06:40;2;2
470211;8;0.24800000000000005;9.24;8;;;4;8
473397;2;0.2;0.6;2;0 days 12:42:48;1 days 22:32:21;2;2
485699;2;0.008;8.0;2;0 days 00:29:39;0 days 00:26:43;2;2
479797;3;0.012;7.14;0;0 days 11:08:49;0 days 00:16:40;3;3
495222;4;0.02;8.0;4;0 days 10:31:27;0 days 01:06:26;4;4
471093;8;0.08;13.46;8;0 days 00:06:32;0 days 09:49:26;0;6
471058;8;0.15800000000000003;16.6;8;0 days 02:15:58;0 days 10:36:08;0;4
470802;126;1.0920000000000007;89.75200000000005;126;0 days 00:03:57;0 days 00:00:13;0;126
470637;10;0.09999999999999999;16.560000000000002;10;;0 days 03:56:36;0;8
471659;18;1.8000000000000005;5.399999999999999;18;0 days 00:00:43;0 days 00:10:55;8;18
471520;50;0.37800000000000017;51.23399999999999;50;0 days 00:03:00;0 days 00:00:10;0;50
475257;6;0.060000000000000005;2.76;6;0 days 00:03:26;0 days 00:00:13;0;6
466095;108;2.411999999999999;145.616;106;;;2;108
477874;10;0.19999999999999998;50.0;0;0 days 08:04:46;0 days 07:03:34;4;10
472383;5;0.038;10.703;5;0 days 00:01:14;0 days 00:00:14;0;3
462216;188;3.904;407.80999999999983;188;2 days 10:42:19;0 days 00:22:04;0;162
481883;43;0.29600000000000015;29.722000000000005;43;0 days 00:13:29;0 days 00:04:36;0;29
462455;17;0.22400000000000003;61.57299999999999;17;0 days 00:14:37;0 days 00:00:05;0;9
471517;63;0.7290000000000003;63.047999999999995;63;0 days 00:01:01;0 days 00:00:12;6;63
470706;12;0.61;67.58;10;0 days 09:31:24;0 days 01:17:25;8;10
473955;14;0.10400000000000001;30.380000000000006;14;;0 days 00:00:07;0;6
480518;4;0.08;0.006;0;0 days 00:00:08;17 days 02:37:49;0;4
470141;15;0.21600000000000005;15.27;12;0 days 01:54:13;0 days 00:00:17;0;5
472309;59;0.4700000000000003;77.61399999999999;53;0 days 00:03:13;0 days 00:00:16;3;11
470545;26;0.132;19.955000000000002;23;0 days 00:16:35;0 days 03:35:50;3;18
469949;36;0.31600000000000006;33.28399999999999;36;0 days 11:23:57;0 days 00:30:22;0;6
471030;12;0.096;10.99;9;0 days 11:25:45;0 days 00:26:34;7;12
497666;14;0.12799999999999997;16.48;0;;;0;14
477672;12;0.40000000000000013;50.6;0;0 days 15:47:10;1 days 22:20:16;6;12
470467;5;0.05;1.8279999999999998;5;0 days 00:03:59;0 days 00:00:55;0;3
470948;74;7.39999999999999;34.800000000000004;74;0 days 00:00:09;0 days 00:05:05;12;30
477592;2;0.02;2.16;2;0 days 01:35:58;0 days 00:00:10;0;2
471522;2;0.004;1.6;2;0 days 07:11:21;0 days 00:00:06;0;2
474376;4;0.04;2.9000000000000004;4;1 days 02:24:28;0 days 00:00:29;2;4
469530;79;1.468;144.983;75;0 days 00:45:40;2 days 12:24:13;4;23
470588;41;0.38000000000000017;53.28000000000002;41;5 days 02:24:45;0 days 00:04:06;6;15
471015;9;0.07;4.562;9;0 days 07:37:33;0 days 05:12:31;4;9
472516;2;0.02;6.0;0;0 days 21:41:28;0 days 00:01:17;0;2
471076;5;0.05;5.85;2;0 days 07:47:08;0 days 01:15:14;0;3
470209;2;0.02;1.2;2;0 days 00:00:16;0 days 00:00:40;0;2
480485;14;0.13999999999999999;5.22;0;2 days 07:09:12;0 days 00:00:48;0;14
470692;12;0.66;6.68;12;0 days 12:42:05;0 days 00:39:30;4;8
472722;5;0.02;12.14;5;0 days 00:01:43;0 days 00:00:15;0;3
476128;24;0.21200000000000005;10.19;24;0 days 00:09:02;0 days 00:00:12;0;24
477310;2;0.02;3.1;2;0 days 01:18:40;0 days 08:58:22;0;2
474521;6;0.042;3.24;6;0 days 02:39:55;0 days 00:31:40;3;6
470841;4;0.026000000000000002;2.782;4;;0 days 00:00:06;0;2
470238;9;0.07200000000000001;10.69;9;0 days 00:04:31;0 days 00:00:05;0;3
470647;20;0.18000000000000002;16.752;20;0 days 03:08:43;0 days 14:03:55;7;12
467454;119;3.7039999999999957;327.36099999999993;119;2 days 10:48:44;0 days 00:05:37;2;13
474364;14;0.10400000000000001;30.380000000000003;14;0 days 00:00:20;0 days 00:00:06;0;6
474778;16;0.136;22.62;16;0 days 00:01:17;0 days 00:00:08;0;10
472004;4;0.060000000000000005;1.0;4;0 days 00:49:02;0 days 00:34:45;0;4
480131;8;0.02;11.080000000000002;0;4 days 17:39:14;0 days 00:01:51;2;8
471690;78;0.7540000000000004;62.878;78;0 days 00:00:42;0 days 00:00:52;0;8
471921;18;0.16;50.596;15;0 days 00:02:36;0 days 00:00:19;0;16
472974;2;0.06;6.38;2;0 days 09:38:12;0 days 02:06:55;0;2
468959;86;1.7139999999999997;107.634;86;0 days 00:47:53;0 days 03:59:29;10;26
471013;8;0.38600000000000007;33.388;8;0 days 09:53:11;0 days 01:51:26;0;4
471190;2;0.02;9.8;2;0 days 05:05:04;0 days 00:00:08;0;0
470455;36;0.4320000000000001;60.86799999999999;36;0 days 00:05:35;0 days 00:00:14;0;0
462460;12;0.16600000000000004;3.9559999999999995;12;0 days 00:04:25;0 days 00:00:04;0;0
462217;128;2.7100000000000004;259.0540000000001;128;2 days 13:44:03;0 days 00:16:12;0;6
462433;8;0.16;130.2;8;0 days 00:55:08;0 days 00:00:03;0;0
468697;90;3.9799999999999978;266.9039999999999;64;0 days 11:16:32;0 days 00:32:18;16;16
464816;55;3.9209999999999976;397.9909999999998;53;0 days 14:23:31;0 days 00:29:22;0;3
462097;16;0.5220000000000001;141.78;16;0 days 00:13:37;0 days 03:49:27;0;0
475235;2;0.02;2.15;2;0 days 00:09:41;0 days 00:00:04;0;0
472778;4;0.6;4.0;2;;0 days 01:20:45;0;0
462443;16;0.6280000000000001;75.52;16;0 days 00:29:40;0 days 00:00:10;0;0
468227;98;1.5320000000000005;174.852;96;0 days 11:35:20;0 days 00:18:43;2;6
467853;81;0.5780000000000003;71.83400000000002;78;0 days 00:31:22;0 days 10:53:58;2;13
462720;65;1.7760000000000007;75.99600000000001;65;0 days 09:08:40;0 days 01:39:17;0;9
462677;73;2.7839999999999994;119.16199999999999;73;0 days 11:26:45;0 days 02:01:17;0;5
462466;18;0.394;95.50999999999999;18;0 days 00:07:33;0 days 00:00:08;0;0
465777;125;1.9820000000000009;191.97400000000013;122;0 days 01:02:04;3 days 14:23:20;8;23
462185;10;0.04;0.0;10;0 days 01:34:23;0 days 00:00:01;0;0
463620;88;2.3939999999999997;239.91199999999992;88;0 days 11:31:35;0 days 00:20:01;6;12
470450;4;0.056;18.34;4;0 days 00:31:28;0 days 00:00:05;0;2
474462;36;0.8400000000000003;218.33800000000005;0;;;0;0
463032;96;2.7279999999999993;238.474;94;0 days 12:27:38;0 days 00:22:22;2;10
470561;10;0.09999999999999999;10.0;4;0 days 07:15:28;0 days 18:30:39;6;6
470839;8;0.08;8.448;8;0 days 00:17:07;0 days 00:00:06;0;0
470636;24;0.24000000000000007;14.628;24;0 days 06:53:56;0 days 05:01:58;0;2
470794;18;0.18000000000000002;9.957999999999998;18;0 days 00:02:08;0 days 00:00:13;0;0
470498;10;0.09999999999999999;9.522;10;0 days 00:31:11;0 days 00:00:07;0;0
468657;144;4.8319999999999945;183.59600000000003;136;0 days 10:10:44;0 days 00:23:22;4;10
465775;102;3.3539999999999988;24506.63;96;3 days 09:03:29;0 days 01:53:30;12;16
462471;45;0.8340000000000004;147.858;45;0 days 03:42:52;0 days 00:34:40;3;3
467437;128;1.7250000000000008;159.99800000000002;122;2 days 11:08:25;0 days 00:04:10;0;12
471525;10;0.09999999999999999;4.394;10;0 days 00:00:23;0 days 00:00:17;0;0
466947;2;0.02;8.0;0;;0 days 02:35:32;0;0
466643;116;3.1319999999999983;504.8539999999998;78;0 days 09:29:32;0 days 02:16:52;38;48
462301;24;0.7960000000000002;52.108000000000004;8;;;0;0
466554;143;3.7829999999999995;239.08600000000013;131;0 days 11:25:35;0 days 00:15:52;3;3
470413;4;0.04;7.16;4;0 days 00:29:51;0 days 00:00:08;0;0
471139;2;0.02;1.2;2;0 days 01:41:27;0 days 00:00:06;0;0
462444;18;0.15400000000000003;17.47;18;0 days 00:29:20;0 days 00:00:06;0;0
471749;4;0.064;3.2;4;0 days 10:09:03;0 days 01:36:45;0;0
475422;2;0.008;5.16;2;2 days 08:04:17;0 days 01:58:23;0;0
463031;99;2.671999999999997;166.74799999999993;93;0 days 07:11:38;0 days 03:58:43;9;13
470520;71;0.6660000000000004;112.54999999999994;71;0 days 00:00:39;0 days 00:00:14;0;11
473181;2;0.008;1.32;2;0 days 00:01:31;0 days 00:00:21;0;0
462632;142;3.3899999999999975;357.21599999999995;136;0 days 11:16:36;0 days 00:12:15;2;2
471189;40;0.3940000000000002;41.864;40;0 days 00:00:39;0 days 00:00:13;3;6
472300;2;0.02;0.7;2;0 days 00:04:47;0 days 00:00:11;0;0
464864;77;1.5420000000000007;207.88400000000001;70;0 days 01:59:12;0 days 11:31:13;7;16
470348;28;0.31800000000000006;23.737999999999992;28;0 days 09:19:45;0 days 00:13:12;0;4
470632;4;0.04;3.2560000000000002;4;0 days 01:14:34;0 days 13:32:50;2;2
466627;125;2.351999999999997;185.23600000000005;125;0 days 09:29:32;0 days 01:43:42;2;7
462831;74;4.839999999999998;210.64600000000002;72;0 days 01:01:46;0 days 02:51:54;6;6
462621;71;8.779999999999996;621.5820000000001;68;0 days 09:25:28;0 days 02:14:12;0;3
481916;2;0.02;4.0;0;0 days 00:00:14;291 days 15:36:14;0;0
468288;91;1.1320000000000006;92.47700000000005;89;0 days 02:30:06;0 days 10:43:48;0;7
470829;4;0.068;15.15;4;0 days 00:50:37;0 days 00:19:04;0;2
471306;73;0.6240000000000003;121.75999999999999;70;0 days 00:03:22;0 days 00:00:12;0;5
468692;123;4.569999999999991;503.8150000000002;113;0 days 11:10:26;0 days 01:07:25;27;67
465334;92;3.221999999999998;176.51000000000002;86;0 days 08:44:45;0 days 01:24:54;4;12
470700;10;0.09999999999999999;5.843999999999999;10;0 days 11:27:40;0 days 00:11:15;0;0
468677;90;1.3380000000000005;175.57599999999996;88;0 days 04:03:29;0 days 07:34:58;10;12
462098;4;0.0;0.0;4;0 days 01:12:10;0 days 00:02:47;0;0
481857;2;0.02;3.0;0;0 days 00:00:17;0 days 00:12:14;0;0
471007;8;0.48;9.370000000000001;8;0 days 10:50:33;0 days 01:11:44;2;2
462987;92;3.8999999999999955;371.1459999999999;86;0 days 06:33:55;0 days 04:43:42;11;14
465649;41;1.6400000000000001;123.65;38;3 days 02:10:45;0 days 18:28:23;3;5
464478;75;1.1540000000000006;106.69199999999995;70;0 days 00:32:35;0 days 10:37:10;0;5
462186;4;0.0;0.0;0;;0 days 00:00:02;0;0
462473;34;0.40400000000000014;69.58000000000001;34;0 days 08:58:30;0 days 00:00:11;0;0
461997;10;0.14;53.775999999999996;10;0 days 04:17:10;0 days 00:00:08;0;0
462639;78;1.6460000000000006;184.5359999999999;76;0 days 11:44:08;0 days 00:17:34;14;14
467799;98;1.1040000000000005;202.82800000000006;98;0 days 11:28:20;0 days 00:15:35;0;14
470492;6;0.048;1.8479999999999999;6;0 days 00:05:53;0 days 00:00:07;0;0
470688;26;2.4999999999999982;487.08;10;0 days 10:37:00;0 days 00:18:37;14;16
464908;115;2.0630000000000006;148.81700000000006;115;0 days 11:22:01;0 days 00:17:36;6;17
470849;2;0.02;1.2;2;0 days 00:12:10;0 days 00:00:06;0;0
468695;81;2.602;131.64400000000006;79;0 days 11:01:57;0 days 00:21:59;10;10
462138;10;0.24000000000000002;10.139999999999999;10;0 days 00:22:06;0 days 00:59:44;0;0
470435;10;0.09999999999999999;6.189999999999999;10;7 days 06:19:31;0 days 00:00:06;0;0
471501;34;0.34000000000000014;28.154;34;0 days 00:00:31;0 days 00:00:15;0;10
463926;188;7.3519999999999746;587.0739999999996;188;2 days 01:32:12;0 days 11:29:31;42;50
462501;8;0.18000000000000002;25.898;8;0 days 00:00:44;0 days 00:00:04;0;0
464439;115;1.8860000000000012;95.93299999999999;110;0 days 08:06:54;0 days 03:22:13;0;11
466186;98;2.6979999999999986;195.57199999999997;96;0 days 11:22:49;0 days 00:07:56;4;4
470353;24;0.29400000000000004;20.008000000000003;24;0 days 10:07:48;0 days 00:26:10;0;4
470852;2;0.008;1.76;2;0 days 00:00:28;0 days 00:01:00;0;0
470876;4;0.04;2.76;4;0 days 00:38:18;0 days 00:00:05;0;0
462461;18;0.8760000000000001;25.056;18;0 days 00:00:33;0 days 00:00:05;0;0
462462;2;0.04;15.66;2;0 days 00:49:20;0 days 00:00:03;0;0
470446;6;0.044000000000000004;3.7;6;0 days 00:26:56;0 days 00:00:08;0;0
470563;4;0.06;5.92;4;0 days 11:51:29;0 days 10:17:57;2;2
