id;total_service_orders;total_volume;total_weight;total_finished_service_orders;days_to_start;days_to_accept;total_pickup_problems;total_delivery_problems
462440;8;0.16;42.488;8;0 days 00:53:27;0 days 00:00:07;0;0
466615;124;2.8379999999999974;359.38400000000036;116;0 days 10:53:48;0 days 00:07:41;18;24
466126;151;4.985999999999988;284.44399999999996;149;0 days 11:01:12;0 days 00:13:27;0;3
470236;14;0.13999999999999999;8.0;14;0 days 00:01:10;0 days 00:00:05;0;0
487978;2;0.02;2.1;2;0 days 12:28:51;0 days 00:22:41;2;2
469059;92;2.9839999999999978;270.14000000000004;90;2 days 14:43:13;0 days 21:22:51;4;6
471094;2;0.04;0.008;2;0 days 02:03:30;0 days 05:28:50;2;2
492892;2;0.2;1.2;2;0 days 10:11:13;0 days 00:18:18;2;2
470541;6;0.08800000000000001;1.124;6;;;2;6
509952;4;0.04;1.5;4;0 days 00:00:42;0 days 00:01:39;4;4
471794;6;0.42400000000000004;3.12;2;0 days 09:10:53;0 days 01:02:32;4;4
479788;2;0.2;0.6;2;0 days 10:42:36;0 days 00:12:01;2;2
473369;2;0.02;1.116;2;2 days 11:26:01;0 days 00:03:14;2;2
475836;2;0.02;0.7;0;0 days 10:45:45;0 days 01:18:58;2;2
472278;2;0.008;2.28;2;0 days 07:34:12;0 days 00:00:41;2;2
477867;6;0.12000000000000001;30.0;0;0 days 11:12:38;0 days 03:52:55;6;6
473381;3;0.03;0.8699999999999999;3;0 days 11:38:03;2 days 01:31:46;3;3
478234;2;0.2;0.2;0;0 days 01:33:51;0 days 10:11:46;2;2
470990;8;0.92;180.7;4;0 days 01:52:32;0 days 11:43:44;8;8
478740;2;0.02;1.16;2;0 days 01:59:27;0 days 11:09:21;2;2
473422;2;0.0;0.0;0;0 days 13:04:01;0 days 01:53:00;2;2
471392;6;0.046000000000000006;1.92;6;;;2;4
478277;2;0.2;0.6;0;0 days 08:13:35;0 days 01:12:02;2;2
471435;4;0.028;8.102;4;0 days 00:54:19;0 days 12:26:08;4;4
472553;2;0.2;0.6;0;0 days 12:16:55;0 days 00:39:40;2;2
471436;4;0.6;120.0;0;0 days 00:01:21;0 days 12:58:25;2;4
464910;87;1.7080000000000009;100.67200000000003;84;0 days 00:40:33;0 days 11:05:25;2;7
477697;2;0.04;10.0;0;2 days 08:32:51;0 days 01:45:29;2;2
464812;50;0.5000000000000002;10.299999999999999;48;0 days 13:16:38;0 days 00:12:49;4;4
470966;2;0.02;1.134;2;0 days 00:00:36;0 days 00:00:43;2;2
473896;2;0.0;12.792;2;;;2;2
477639;2;0.02;2.0;0;0 days 00:00:16;0 days 00:01:06;2;2
477683;6;0.12000000000000001;30.0;0;0 days 02:41:06;2 days 11:00:18;6;6
479741;4;0.08;22.032;0;0 days 12:29:56;0 days 00:18:36;4;4
475835;2;0.02;2.1;2;0 days 00:02:03;0 days 13:11:46;2;2
484537;2;0.02;2.1;2;0 days 10:21:27;0 days 05:16:26;2;2
464817;192;4.471999999999991;893.9959999999999;189;0 days 18:41:28;0 days 17:58:13;18;44
471401;8;0.7999999999999999;2.4;8;2 days 06:10:20;0 days 04:40:03;8;8
494779;2;0.2;1.2;2;0 days 11:12:54;0 days 00:14:24;2;2
495114;2;0.02;2.0;2;0 days 00:04:04;0 days 00:00:02;2;2
471619;2;0.02;2.0;0;0 days 12:31:06;0 days 09:18:35;2;2
476271;4;0.4;1.2;4;0 days 00:00:19;0 days 00:01:47;4;4
471793;2;0.02;20.0;2;0 days 11:23:25;0 days 00:15:45;2;2
471556;2;0.02;14.0;2;0 days 00:34:53;0 days 00:00:11;2;2
492918;4;0.04;34.0;4;0 days 10:20:51;0 days 00:24:47;4;4
470552;4;0.08;2.25;4;0 days 02:06:49;0 days 00:07:27;2;2
469054;151;3.0639999999999974;275.96800000000013;151;0 days 11:22:32;0 days 00:22:07;6;11
472131;4;0.04;1.7000000000000002;2;0 days 12:28:46;0 days 00:30:02;4;4
471045;2;0.04;3.92;2;0 days 11:43:11;0 days 00:18:55;2;2
473630;5;0.05;3.8150000000000004;5;0 days 00:13:34;0 days 00:00:14;0;5
471936;4;0.004;0.8;4;0 days 00:03:49;0 days 00:00:10;0;4
470369;7;0.07;23.205;7;0 days 00:01:13;0 days 10:20:36;3;7
463284;82;1.6780000000000004;207.11399999999998;82;0 days 11:19:11;0 days 00:17:26;2;4
471922;13;0.12999999999999998;7.01;13;0 days 00:01:39;0 days 00:00:16;0;5
473489;9;0.09;13.402000000000001;9;0 days 00:00:27;0 days 00:00:22;0;9
470675;14;0.13999999999999999;13.376;12;0 days 01:19:58;0 days 12:40:07;2;6
472739;3;0.03;1.7999999999999998;3;0 days 03:19:14;0 days 00:00:04;0;3
470830;13;0.076;4.960000000000001;10;0 days 00:03:05;0 days 00:00:12;0;9
470217;4;0.104;17.256;0;21 days 22:13:52;0 days 00:02:01;0;4
471621;10;0.088;6.440000000000001;10;1 days 01:24:41;0 days 02:37:55;2;8
472945;7;0.23200000000000004;3.6199999999999997;5;0 days 01:01:16;0 days 11:19:32;2;7
472495;2;0.02;0.2;2;0 days 00:00:52;0 days 00:00:51;0;2
474797;4;0.08600000000000001;12.44;4;0 days 00:05:56;0 days 00:00:06;0;4
475369;3;0.03;3.24;3;0 days 00:04:47;0 days 00:00:18;0;3
470660;10;0.09999999999999999;6.24;10;0 days 10:25:15;0 days 00:20:49;0;2
472850;6;0.060000000000000005;3.8999999999999995;6;0 days 01:40:43;0 days 00:00:07;3;6
478200;2;0.2;0.6;0;0 days 02:36:38;0 days 12:07:04;0;2
472055;2;0.02;0.4;2;0 days 00:04:00;0 days 02:37:37;0;2
475838;3;0.009000000000000001;1.17;0;0 days 01:03:23;0 days 11:21:39;0;3
471034;3;0.03;0.15000000000000002;3;0 days 01:31:40;0 days 10:41:14;0;3
463943;114;2.355999999999999;122.694;112;0 days 02:35:04;2 days 14:28:44;3;24
470186;2;0.02;0.6;2;0 days 00:03:17;0 days 00:00:22;0;2
470642;20;0.20000000000000007;18.872;20;0 days 11:36:55;0 days 00:20:31;2;2
467431;104;1.9820000000000009;300.58000000000015;102;2 days 10:03:17;0 days 01:17:03;4;14
467025;165;3.6679999999999975;252.07099999999997;161;1 days 12:27:32;0 days 00:25:08;6;27
468247;114;1.4270000000000005;104.66000000000005;114;0 days 10:24:30;0 days 01:57:34;4;36
462637;72;1.2640000000000007;172.47799999999992;72;0 days 11:08:38;0 days 00:26:28;0;6
469540;140;2.4239999999999973;359.8180000000001;140;2 days 12:11:07;0 days 00:07:52;6;14
482634;2;0.02;2.0;2;;;0;0
466153;121;3.0039999999999965;294.065;119;0 days 01:12:01;0 days 11:41:25;4;13
467033;160;5.084999999999996;456.862;155;1 days 10:54:39;0 days 00:22:33;4;36
465611;30;0.30000000000000004;10.0;26;0 days 02:13:59;0 days 01:50:42;0;0
466538;8;0.16;8.0;0;;;0;0
464904;82;1.9720000000000006;152.35399999999998;78;0 days 08:31:43;0 days 01:09:25;2;2
463972;114;2.632999999999999;317.90600000000006;112;2 days 13:36:36;0 days 00:12:17;0;16
462562;43;1.7200000000000009;313.8969999999999;43;0 days 00:56:37;0 days 01:53:40;0;9
462532;10;0.08;32.0;8;0 days 01:00:49;0 days 00:21:03;4;4
465268;132;2.9079999999999986;278.66;132;0 days 11:11:46;0 days 00:19:48;2;2
470915;4;0.04;2.846;4;0 days 00:10:09;0 days 00:00:05;0;0
470515;9;0.076;8.8;9;0 days 00:14:56;0 days 00:00:08;3;3
469042;8;0.05600000000000001;9.64;0;;0 days 00:01:57;0;2
466580;142;1.0820000000000005;119.69000000000007;142;0 days 00:33:22;0 days 13:19:44;0;16
463467;2;0.3;2.0;0;;60 days 05:04:40;0;0
465612;51;0.5100000000000002;0.0;40;0 days 01:55:12;0 days 00:07:34;0;3
471684;2;0.3;2.0;0;;;0;0
464820;98;1.5880000000000005;259.56899999999996;98;0 days 00:20:26;0 days 11:24:37;0;24
466121;178;6.749999999999979;466.05200000000025;178;0 days 08:19:43;0 days 03:37:22;26;26
462526;6;0.060000000000000005;0.0;0;;;0;0
466144;95;3.767999999999998;386.77399999999994;83;0 days 12:01:46;0 days 00:45:53;18;33
464431;84;1.2900000000000005;65.45999999999994;84;0 days 09:55:10;0 days 00:42:04;0;2
461984;2;0.06;3.898;2;0 days 00:34:39;0 days 13:16:24;0;0
463344;142;3.989999999999999;213.52100000000002;140;0 days 09:29:02;0 days 01:08:31;2;44
462453;4;0.06;21.352;4;0 days 00:01:29;0 days 00:00:06;0;0
470117;13;0.422;42.57;13;0 days 00:46:44;0 days 00:00:07;0;3
464487;118;2.7919999999999976;145.7280000000001;118;0 days 08:14:16;0 days 00:51:28;4;8
469506;104;1.1020000000000005;240.8000000000002;100;0 days 14:51:56;1 days 20:56:46;6;12
470648;4;0.04;1.73;4;0 days 00:50:51;0 days 11:29:17;0;0
471171;2;0.008;0.84;2;0 days 00:20:52;0 days 00:00:05;0;0
462513;10;0.194;53.38;10;0 days 00:12:37;0 days 00:00:06;0;0
462489;4;0.08;54.0;4;0 days 01:03:16;0 days 00:00:06;0;0
469049;166;3.0379999999999976;373.86400000000043;164;0 days 10:10:19;0 days 00:24:15;4;6
462721;84;5.743999999999991;190.58399999999995;78;0 days 09:15:07;0 days 01:34:37;34;34
463928;149;4.625999999999995;322.9639999999999;146;2 days 12:10:35;0 days 00:20:31;0;9
463646;103;3.381999999999999;294.96399999999994;101;0 days 12:59:18;0 days 00:14:33;10;21
471342;4;0.06;10.54;4;2 days 11:23:02;0 days 00:18:34;2;2
463916;55;0.5500000000000003;13.28;46;0 days 12:16:16;0 days 02:03:03;0;3
465801;113;2.1540000000000004;260.96600000000007;113;3 days 10:51:26;0 days 02:08:20;8;17
464837;156;4.413999999999997;403.85099999999994;156;0 days 11:48:26;0 days 00:10:53;4;18
467843;82;2.0749999999999997;205.49100000000013;79;0 days 12:02:18;0 days 00:08:07;6;34
474389;2;0.008;0.56;2;0 days 03:59:59;0 days 00:00:12;0;0
470519;6;0.060000000000000005;3.454;6;0 days 00:12:26;0 days 00:00:05;0;0
469088;121;3.575999999999998;574.3100000000001;106;0 days 05:46:44;0 days 05:02:36;23;27
470785;8;0.08;7.85;8;7 days 11:32:27;0 days 00:00:08;0;0
470419;4;0.04;3.4620000000000006;4;0 days 01:56:47;0 days 00:00:05;0;0
466552;75;3.738999999999997;614.7519999999996;75;0 days 00:09:16;0 days 17:10:20;0;7
463334;108;4.099999999999995;509.68200000000024;103;0 days 10:14:57;0 days 01:48:09;16;26
471443;2;0.02;0.6;2;0 days 07:01:36;0 days 00:00:08;0;0
462678;76;2.5059999999999993;82.96399999999998;76;0 days 02:17:17;0 days 10:26:06;2;2
470538;6;0.064;5.08;6;0 days 01:45:18;0 days 00:00:06;0;2
471029;2;0.02;2.3;2;0 days 10:00:52;0 days 01:25:14;0;0
462084;2;0.06;30.0;2;0 days 01:28:03;0 days 00:00:13;0;0
462628;162;5.771999999999986;335.0719999999999;156;0 days 09:47:28;0 days 00:13:50;2;2
467808;142;3.543999999999994;418.8660000000001;134;0 days 12:12:45;0 days 00:25:17;36;36
467007;8;0.26000000000000006;47.70400000000001;0;;;0;0
483966;2;0.02;2.1;2;0 days 10:58:32;1 days 00:51:01;2;2
481169;3;0.03;3.0149999999999997;0;0 days 02:44:58;0 days 10:30:53;3;3
472133;6;0.06;4.386;6;0 days 10:19:20;0 days 01:19:30;6;6
472930;4;0.04;0.41400000000000003;4;0 days 11:53:05;0 days 00:10:56;4;4
478280;2;0.04;2.88;2;0 days 00:35:46;0 days 10:52:01;2;2
498871;2;0.02;0.96;0;0 days 00:00:20;0 days 00:02:15;2;2
479161;4;0.08;18.25;4;0 days 00:02:23;0 days 00:11:50;4;4
474235;2;0.0;12.792;2;0 days 06:27:00;0 days 06:41:57;2;2
469563;88;3.6959999999999984;102.25999999999993;84;0 days 12:42:26;0 days 02:25:16;2;6
743937;2;0.132;18.598;2;0 days 10:11:01;0 days 00:28:46;2;2
473469;2;0.0;12.792;2;;;2;2
475490;2;0.02;0.7;0;0 days 01:41:15;0 days 17:43:01;2;2
464356;64;0.6400000000000003;0.0;60;0 days 12:30:24;0 days 00:17:10;4;4
471039;2;0.3;60.0;0;0 days 10:59:58;0 days 00:46:33;2;2
479778;2;0.02;1.2;2;0 days 00:01:58;0 days 11:18:53;2;2
469091;99;2.3460000000000005;254.40399999999997;99;0 days 11:25:54;0 days 00:07:55;11;21
477692;4;0.24000000000000002;3.4799999999999995;2;1 days 22:47:48;0 days 11:27:23;4;4
466159;70;1.5460000000000005;85.49399999999999;70;0 days 10:04:14;0 days 00:52:01;4;10
469469;108;2.2560000000000002;221.0860000000002;108;2 days 11:03:57;0 days 00:49:34;6;8
478197;2;0.2;0.6;0;0 days 02:53:44;0 days 09:45:05;2;2
471395;4;0.028000000000000004;40.4;4;0 days 14:24:43;1 days 21:33:01;4;4
469899;22;0.4680000000000001;25.740000000000002;22;0 days 12:47:48;0 days 00:15:50;14;14
473350;2;0.0;2.73;2;2 days 12:14:20;0 days 01:24:38;2;2
472607;2;0.04;2.88;2;0 days 08:39:42;0 days 01:04:02;2;2
471760;2;0.122;13.2;2;0 days 02:25:55;0 days 11:29:32;2;2
473352;2;0.02;2.0;2;2 days 11:58:32;0 days 00:15:09;2;2
477234;2;0.02;20.0;0;3 days 21:33:40;0 days 00:00:48;2;2
471712;2;0.02;1.0;2;0 days 11:54:29;0 days 00:09:55;2;2
474081;3;0.0;6.300000000000001;3;0 days 00:13:34;0 days 00:00:06;3;3
471757;2;0.02;12.0;0;0 days 01:43:06;0 days 12:21:59;2;2
472147;5;0.026000000000000002;5.2;2;0 days 02:04:02;0 days 14:10:07;5;5
474177;4;0.22;1.4100000000000001;4;0 days 00:13:23;0 days 11:33:27;2;4
472165;3;0.012;7.14;0;0 days 10:56:50;0 days 00:05:34;3;3
497142;4;0.02;8.0;4;0 days 11:03:28;0 days 00:22:35;4;4
479343;3;0.03;4.199999999999999;3;0 days 01:26:40;0 days 11:30:21;3;3
472403;2;0.008;0.5;2;0 days 00:02:23;0 days 00:00:14;0;2
473658;2;0.08;12.0;0;0 days 00:00:21;8 days 22:11:17;0;2
475053;2;0.02;1.07;2;0 days 05:37:28;0 days 07:00:24;0;2
472937;4;0.02;3.282;4;0 days 11:27:08;0 days 00:20:05;2;4
472153;2;0.02;2.88;2;0 days 09:41:18;0 days 01:43:25;0;2
462698;76;3.179999999999998;439.6180000000002;70;0 days 10:34:21;0 days 00:12:02;8;8
461924;2;0.06;0.11;2;0 days 10:59:26;0 days 00:21:43;0;0
467687;10;0.1;10.0;4;0 days 00:30:03;0 days 01:43:19;4;4
471716;4;0.008;2.2;4;0 days 11:21:58;0 days 00:24:02;2;2
468658;146;4.037999999999996;216.60199999999998;142;0 days 12:33:29;0 days 00:23:06;0;3
470391;2;0.02;0.5;2;0 days 03:35:36;0 days 00:00:01;0;0
471555;4;0.12;4.2;4;0 days 01:36:42;0 days 00:00:10;0;0
463656;112;2.6699999999999995;446.3859999999999;106;0 days 10:35:08;0 days 01:46:13;12;18
471487;2;0.008;13.98;2;;0 days 00:00:08;0;0
465806;94;3.6739999999999955;598.0239999999998;86;3 days 02:39:31;0 days 09:05:48;16;16
463004;84;2.5939999999999985;262.01400000000007;84;0 days 05:20:19;0 days 07:30:02;4;12
470495;4;0.04;1.93;4;0 days 00:31:38;0 days 00:00:05;0;0
463958;74;1.4520000000000002;203.37999999999994;74;2 days 11:03:09;0 days 02:20:26;9;14
471194;2;0.02;0.174;2;0 days 00:05:38;0 days 00:00:05;0;0
472522;2;0.02;0.7;2;0 days 00:59:08;0 days 12:16:20;0;0
468267;163;2.9839999999999987;223.22700000000015;131;0 days 10:32:19;0 days 01:49:49;34;53
462668;60;1.9460000000000006;97.89000000000003;60;0 days 02:04:07;0 days 11:13:12;2;8
472560;2;0.2;0.6;2;0 days 09:23:28;0 days 01:25:06;0;0
463325;119;4.3039999999999985;218.51200000000006;119;0 days 12:44:57;0 days 00:23:13;8;11
473518;6;0.9;6.0;6;;;0;0
462487;8;0.2;27.352;8;0 days 01:03:49;0 days 00:00:04;0;0
464428;142;1.6599999999999995;151.36600000000004;142;0 days 10:13:55;0 days 00:46:08;4;4
468208;160;6.825999999999988;287.5380000000001;160;0 days 09:14:16;0 days 01:03:23;0;0
465773;102;1.7999999999999998;312.4499999999997;98;2 days 00:32:01;1 days 13:25:47;2;6
463640;101;2.933999999999997;363.49600000000015;93;0 days 08:45:20;0 days 02:20:00;14;23
471051;2;0.02;1.28;2;0 days 01:19:19;0 days 10:57:43;0;0
468287;99;1.7380000000000007;111.49599999999994;93;0 days 07:50:07;0 days 01:30:35;4;13
466653;90;2.56;289.0400000000001;84;0 days 07:33:49;0 days 01:26:30;8;10
462204;8;0.08;6.64;6;0 days 01:15:25;0 days 13:08:52;0;0
464243;4;0.0;0.0;0;;0 days 00:00:01;0;0
470796;2;0.02;2.96;2;0 days 01:27:09;0 days 00:00:01;0;0
464454;103;1.6270000000000002;259.62499999999994;99;0 days 10:50:15;0 days 00:09:27;8;17
464447;83;1.4680000000000002;66.74999999999996;83;0 days 06:54:00;0 days 04:09:08;0;3
466161;86;5.037999999999993;653.2179999999995;78;0 days 04:32:44;0 days 07:26:21;12;20
470917;6;0.060000000000000005;2.98;6;0 days 00:08:46;0 days 00:00:04;0;0
465318;74;0.9660000000000004;136.15;74;0 days 01:39:07;0 days 10:53:43;4;4
474382;2;0.008;3.66;2;0 days 00:00:42;0 days 00:00:04;0;0
463634;88;3.049999999999999;290.0399999999999;86;0 days 10:51:25;0 days 00:17:45;8;14
470430;2;0.02;1.6;2;0 days 01:27:25;0 days 00:00:05;0;0
472205;4;0.03;3.62;4;0 days 09:29:02;0 days 00:52:33;4;4
466491;33;0.3300000000000001;0.0;28;0 days 00:12:31;0 days 00:04:01;4;7
472996;2;0.04;2.88;2;0 days 09:13:46;0 days 01:27:54;2;2
477043;2;0.02;2.1;2;0 days 07:03:31;0 days 00:00:25;2;2
462076;2;0.06;0.518;2;0 days 02:56:03;0 days 01:38:58;2;2
472554;2;0.02;0.7;0;0 days 06:04:34;0 days 07:24:57;2;2
472546;2;0.328;54.42;2;0 days 02:01:28;0 days 10:25:46;2;2
471380;2;0.328;54.42;2;2 days 11:12:52;0 days 00:04:55;2;2
477753;2;0.04;10.0;0;0 days 00:21:02;2 days 11:07:34;2;2
477712;2;0.02;0.7;0;;;2;2
471739;2;0.02;0.6;2;0 days 00:20:32;0 days 11:45:37;2;2
477277;2;0.02;0.7;0;0 days 11:14:43;0 days 00:23:48;2;2
463327;152;3.5799999999999974;412.628;150;0 days 11:38:55;0 days 00:11:52;12;16
470245;12;1.26;250.7;6;0 days 00:38:33;0 days 18:47:16;10;12
478276;2;0.02;0.7;0;0 days 09:33:17;0 days 02:05:54;2;2
471038;4;0.308;60.980000000000004;2;0 days 09:41:43;0 days 01:55:43;4;4
493336;2;0.2;1.2;2;0 days 09:50:17;0 days 00:49:40;2;2
473121;2;0.02;20.0;2;0 days 01:30:41;0 days 00:00:04;2;2
466641;88;2.795999999999995;301.33399999999995;86;0 days 09:51:02;0 days 01:57:03;12;14
465786;52;0.8520000000000001;105.89399999999999;50;0 days 01:19:29;3 days 16:05:03;8;12
472311;2;0.032;1.6;2;0 days 01:59:07;0 days 00:00:05;2;2
470615;2;0.354;42.0;0;20 days 19:35:17;0 days 00:00:42;2;2
472329;4;0.02;4.492;4;;;2;4
473703;2;0.02;0.014;2;0 days 11:45:58;0 days 00:26:29;2;2
462522;6;0.29100000000000004;38.1;6;0 days 00:00:37;0 days 00:00:08;0;6
474001;3;0.006;13.950000000000001;0;0 days 00:01:19;0 days 00:00:08;0;3
474623;2;0.0;0.8;2;0 days 00:57:56;0 days 11:26:55;0;2
475277;2;0.0;3.32;2;0 days 00:05:06;0 days 00:00:17;0;2
471725;2;0.02;0.3;2;0 days 00:05:02;0 days 00:00:03;0;2
474420;2;0.02;2.01;2;0 days 00:04:02;0 days 00:00:21;0;2
470978;2;0.008;1.8;2;0 days 00:00:51;0 days 00:00:43;0;2
472443;2;0.02;0.9;2;0 days 00:01:23;0 days 00:01:06;0;2
475631;2;0.02;0.48;2;0 days 00:00:31;0 days 00:00:12;0;2
470669;8;0.066;4.9799999999999995;8;0 days 02:18:26;0 days 11:09:31;0;2
472866;2;0.02;0.72;2;0 days 00:00:27;0 days 00:01:12;0;2
475322;2;0.006;0.44;2;0 days 00:00:40;0 days 00:00:00;0;2
474103;2;0.02;0.58;0;8 days 00:47:42;0 days 00:01:42;0;2
472406;2;0.0;0.2;2;0 days 00:45:23;0 days 00:34:03;0;2
468283;82;1.2620000000000002;76.18799999999999;82;0 days 09:11:13;0 days 00:14:48;0;2
462159;4;0.1;0.0;4;4 days 04:53:07;0 days 00:00:02;0;0
470678;4;0.04;4.8;4;0 days 01:49:30;0 days 11:08:37;0;0
470875;2;0.02;1.2;2;0 days 00:38:46;0 days 00:00:07;0;0
466033;88;3.192000000000001;125.08999999999996;88;0 days 00:04:28;0 days 01:23:42;12;12
462977;76;1.311;107.35600000000001;72;0 days 10:32:28;0 days 02:23:30;0;8
462638;72;3.055999999999998;365.568;72;0 days 11:24:52;0 days 00:17:51;6;6
463637;107;4.4519999999999955;462.664;97;0 days 11:09:30;0 days 00:18:07;10;10
466169;125;3.0319999999999947;273.4479999999999;123;0 days 08:33:15;0 days 02:51:12;37;37
470350;6;0.156;16.8;6;0 days 12:02:17;0 days 02:01:10;2;2
463621;88;1.3719999999999999;128.26999999999995;88;0 days 11:17:54;0 days 00:18:58;0;4
466605;64;0.9220000000000004;96.476;64;0 days 09:35:33;0 days 02:30:17;0;0
472499;2;0.3;2.0;2;;;0;0
464384;78;3.6159999999999983;174.04600000000005;78;0 days 10:17:17;0 days 01:25:38;4;4
464495;80;1.3360000000000005;60.92199999999998;80;0 days 10:40:52;0 days 00:11:27;0;2
470835;2;0.02;0.528;2;0 days 00:14:15;0 days 00:00:03;0;0
468274;102;2.0060000000000007;263.09799999999996;98;0 days 12:33:02;0 days 00:09:03;6;8
470406;2;0.02;0.2;2;0 days 00:43:42;0 days 00:00:04;0;0
463282;74;1.2360000000000007;179.10199999999995;74;0 days 11:41:05;0 days 00:18:40;6;6
471979;2;0.008;3.0;2;0 days 01:16:45;0 days 00:00:09;0;0
462024;2;0.06;0.038;2;0 days 00:06:35;0 days 00:00:09;0;0
470877;2;0.02;1.35;2;0 days 00:38:21;0 days 00:00:05;0;0
464467;150;1.1779999999999995;185.18400000000003;150;0 days 02:25:19;0 days 11:04:15;5;8
465766;115;1.8019999999999996;268.444;111;0 days 00:56:33;3 days 11:06:25;4;13
472575;4;0.02;5.73;2;0 days 01:34:04;0 days 10:51:20;4;4
469116;112;3.001999999999998;361.24300000000005;110;0 days 01:22:48;0 days 10:57:00;10;51
471727;4;0.22000000000000003;1.2999999999999998;0;0 days 12:05:33;0 days 00:44:33;4;4
470308;20;0.15;51.263;18;0 days 01:20:57;0 days 17:30:35;6;12
485947;2;0.02;2.1;2;0 days 12:01:28;0 days 00:12:03;2;2
473900;2;0.02;2.1;2;;0 days 00:00:15;2;2
482946;2;0.02;2.1;2;0 days 11:34:55;0 days 00:29:58;2;2
479256;2;0.02;0.8;2;0 days 12:44:20;0 days 00:21:10;2;2
470989;4;0.6;120.0;0;0 days 03:20:56;0 days 11:39:10;4;4
544587;2;0.02;0.66;2;0 days 04:05:14;4 days 14:02:58;2;2
463308;71;2.7859999999999987;224.07400000000004;67;0 days 11:53:53;0 days 00:10:42;10;19
477740;2;0.02;0.4;2;2 days 08:33:44;0 days 02:37:40;2;2
472203;2;0.094;2.0;2;0 days 00:13:34;0 days 10:39:19;2;2
471429;2;0.04;4.72;2;0 days 00:33:44;0 days 17:39:24;2;2
480977;2;0.02;3.38;2;0 days 00:00:32;0 days 00:00:43;2;2
498987;4;0.02;8.0;4;2 days 10:23:09;0 days 00:03:43;4;4
482425;2;0.02;2.8;2;0 days 14:16:58;1 days 19:45:11;2;2
484707;2;0.02;2.8;2;0 days 00:53:51;0 days 00:53:42;2;2
496538;2;0.04;1.2;0;0 days 00:00:17;0 days 00:00:44;0;2
471423;6;1.4440000000000002;114.0;4;0 days 00:25:21;0 days 13:51:49;0;2
473512;2;0.02;0.9;2;0 days 00:00:38;0 days 00:00:17;0;2
470517;3;0.126;32.099999999999994;3;0 days 04:50:02;0 days 00:00:06;0;3
468215;146;2.965999999999998;399.228;146;0 days 12:11:03;0 days 00:13:41;0;6
471056;2;0.008;0.88;2;0 days 01:00:22;0 days 11:50:31;0;2
470553;2;0.02;3.6;2;0 days 00:00:07;0 days 00:00:45;0;2
467791;173;3.1019999999999968;339.57199999999995;173;0 days 11:51:02;0 days 00:10:00;4;13
471582;2;0.02;1.5;2;0 days 00:44:34;0 days 00:00:07;0;2
463274;142;4.7859999999999925;295.9819999999999;142;0 days 11:33:19;0 days 00:15:55;0;6
470410;2;0.02;1.0;2;0 days 00:31:50;0 days 00:00:04;0;0
462180;2;0.0;0.0;2;0 days 22:30:08;0 days 00:00:02;0;0
471006;4;0.028000000000000004;4.54;4;;;0;2
472407;2;0.008;4.96;2;0 days 00:00:58;0 days 00:00:13;0;0
471136;2;0.02;8.584;2;0 days 00:00:43;0 days 00:00:09;0;0
477199;2;0.02;10.568;0;1 days 03:28:19;0 days 00:00:46;0;0
471067;4;0.028000000000000004;6.5;4;0 days 00:40:27;0 days 11:20:21;0;2
463935;99;1.2840000000000007;131.98399999999998;99;0 days 22:28:45;1 days 13:33:53;0;13
471002;4;0.048;12.4;4;0 days 11:40:48;0 days 00:21:08;0;0
466202;97;3.7499999999999933;475.2240000000001;91;0 days 07:27:57;0 days 01:46:25;16;25
470239;2;0.2;4.2;0;9 days 19:16:17;0 days 00:06:07;0;0
470499;2;0.02;2.0;2;0 days 00:31:03;0 days 00:00:06;0;0
463036;68;2.945999999999999;38.762;68;0 days 00:59:32;0 days 11:00:28;0;0
471678;2;0.3;2.0;0;;;0;0
463289;70;4.9499999999999975;287.43599999999986;64;0 days 13:06:37;0 days 00:14:48;14;14
464909;84;1.8440000000000003;146.79799999999997;81;0 days 00:01:29;0 days 11:24:00;9;18
462503;6;0.18;54.040000000000006;6;0 days 00:00:38;0 days 00:00:04;0;0
463003;108;3.5679999999999907;416.855;104;0 days 02:17:27;0 days 09:56:06;19;28
464847;64;1.2920000000000003;41.77599999999999;62;0 days 12:54:31;0 days 00:15:06;4;8
463946;130;4.315999999999995;204.13000000000005;125;2 days 12:42:04;0 days 00:04:58;8;28
484851;4;0.12;21.2;0;0 days 00:01:20;0 days 00:00:58;0;0
468708;92;0.9840000000000005;151.5;90;0 days 02:11:40;0 days 11:10:52;2;2
477764;2;0.0;3.32;2;2 days 10:33:08;0 days 00:05:08;0;0
467424;77;1.2020000000000004;95.604;77;0 days 01:38:41;2 days 11:47:29;5;5
471491;2;0.02;2.626;2;0 days 00:14:29;0 days 00:00:16;0;0
463256;48;0.48000000000000026;6.64;48;0 days 08:47:21;0 days 03:17:56;0;0
470466;4;0.04;4.056;4;0 days 00:08:05;0 days 00:00:06;0;0
477132;2;0.02;2.0;0;0 days 00:00:20;0 days 00:00:50;2;2
471479;2;0.02;0.8;2;;;2;2
472519;2;0.3;60.0;0;0 days 01:12:47;0 days 14:44:59;2;2
472576;2;0.02;3.528;2;0 days 09:44:35;0 days 01:34:38;2;2
477739;4;0.22000000000000003;2.6999999999999997;2;0 days 17:57:12;1 days 17:07:29;4;4
476340;2;0.02;0.4;2;0 days 09:41:01;0 days 01:42:20;2;2
472170;2;0.02;12.0;0;0 days 02:15:43;0 days 11:33:01;2;2
480184;2;0.2;0.6;0;0 days 00:50:24;2 days 15:47:44;2;2
